Name,Category,Region,Info
Korok Seed,Korok Seed,West Necluda,"Location:On the ledge overlooking the lake.Puzzle:Lift the rock to reveal the Korok.Coordinates:1536, -1302, 0062"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:??Puzzle:Bring him up the hill to hisfriendCoordinates:-1798,-0317,0119"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:??Puzzle:Bring hisfriendbackCoordinates:-1848, -0329, 0162"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:Brynna PlainPuzzle:Bring two rocks to complete the formationCoordinates:3944, -0415, 0038"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Under the stonePuzzle:Ascend through the ceiling.Coordinates:-2394, -1034, 0125"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On top of one of the southeast cliffs of Hebra PeakPuzzle:Solve the Stone Cube Structure PuzzleCoordinates:-2481, 2748, 0511"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Ledge against the cliffPuzzle:Use Ultrahand and attach weights to the cork and toss it off the cliff.Coordinates:-1400, 0074, 0023"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On top of the large tree.Puzzle:Lift the rock to reveal the Korok.Coordinates:-2341, -1104, 0144"
Korok Seed,Korok Seed,Deep Akkala,"Location:On the North Akkala BeachPuzzle:Bring itsfriendbackCoordinates:4626, 2859, 0002."
Korok Seed,Korok Seed,West Necluda,"Location:Past two statues under a small stone structurePuzzle:Ascend through a Korok markerCoordinates:2510, -1572, 0014"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On top of a treePuzzle:Lift the rockCoordinates:-1742, -0401, 0121"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:??Puzzle:Place the boulder in the tree holder.Coordinates:-2270, 2287, 0324"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:In the center of the shallow pool.Puzzle:Lilypad Diving - Dive from the top of the waterfall into the circle.Coordinates:3389, 0742, 0171"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:Under the southern side of the bridge, all the way at the water's edge down below.Puzzle:Lift the stone to reveal the Korok.Coordinates:3218, 0283, 0078"
Korok Seed,Korok Seed,West Necluda,"Location:??Puzzle:Bring him tohis friend.Coordinates:0532, -2195, 0055"
Korok Seed,Korok Seed,Deep Akkala,"Location:In a small set of ruins North of East Akkala BeachPuzzle:Find The Right Place Between 2 Red ArrowsCoordinates:4312, 2519, 0080."
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:At the base of Veiled FallsPuzzle:Swim up the waterfall before time runs outCoordinates:3105, 0460, 0172"
Korok Seed,Korok Seed,East Necluda,Location:On top of of the waterfallPuzzle:Dive into yellow ring in pool belowCoordinates:3081 -3386 0049
Korok Seed,Korok Seed,Lanayru Great Spring,Location:??Puzzle:Bring him to hisFriendCoordinates:3654 -0602 0004
Korok Seed,Korok Seed,East Necluda,"Location:On a small rock island near CavePuzzle:Pull the plugCoordinates:4590, -2159, 0002"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:Vatorsa SnowfieldPuzzle:Pick up the stone on the ledgeCoordinates:-3359, -0916, 0506"
Korok Seed,Korok Seed,West Necluda,"Location:Northeast of Jiukoum ShrinePuzzle:Put the nearby boulder--it's in the pit--on top the wooden pedestalCoordinates:0895, -2216, 0146"
Korok Seed,Korok Seed,Eldin Canyon,"Location:On the bridge at the Maw of Death MountainPuzzle:Bring him to hisfriendCoordinates:2371, 1401, 0129"
Korok Seed,Korok Seed,Hyrule Field,"Location:Regencia RiverPuzzle:Catch the dandelionCoordinates:-1439, -0845, 0019"
Korok Seed,Korok Seed,Eldin Canyon,"Location:Near the top of a hillPuzzle:Return the boulder from the hole below into the stand using Ultrahand.Coordinates:1999, 2121, 0466"
Korok Seed,Korok Seed,Hyrule Field,"Location:??Puzzle:Fix the roof using UltrahandCoordinates:0761, 0003, 0031"
Korok Seed,Korok Seed,Hyrule Field,Location:West of Horwell BridgePuzzle:Reunite this Korok withhis friendto the southeast near Nabi LakeCoordinates:0629 -0964 0012
Korok Seed,Korok Seed,Sky,"Location:West Necluda Sky ArchipelagoPuzzle:Glide to designated point to the south-eastCoordinates:1292, -1970, 0640End Coordinates:1334 -2059 0591"
Korok Seed,Korok Seed,Hyrule Field,"Location:North of Scout's Hill, on the cliffPuzzle:Use ultrahand to lift the rock and put it onto the large tree branch.Coordinates:0062, -1754, 0040"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:Pinwheel on top of the mountainPuzzle:Stand by the pinwheel and shoot the balloons that appearCoordinates:?? -2382, 2133, 0393"
Korok Seed,Korok Seed,Hyrule Field,"Location:On the broken bridgePuzzle:Glide downCoordinates:-0710, -1843, 0095"
Korok Seed,Korok Seed,West Necluda,"Location:At the very top of floria riverPuzzle:Block puzzle, fit the missing piece in placeCoordinates:0698, -2954, 0014"
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Use Ultrahand to match the towersCoordinates:3444, -2497, 0209"
Korok Seed,Korok Seed,East Necluda,"Location:Top of the mountainPuzzle:Bring hisfriendbackCoordinates:3261, -2394, 0217"
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Ring the bell atop the building to spawn the Korok.Coordinates:3366, -1977, 0142"
Korok Seed,Korok Seed,East Necluda,Location:On top of the treePuzzle:Lift the rock to reveal the KorokCoordinates:3675 -2194 0217
Korok Seed,Korok Seed,Mount Lanayru,"Location:On top of the treePuzzle:Climb to the top and inspectCoordinates:3895, -1686, 0384"
Korok Seed,Korok Seed,Mount Lanayru,"Location:On top on the rockPuzzle:Follow the flowerCoordinates:4526, -1514, 0011"
Korok Seed,Korok Seed,Mount Lanayru,"Location:Side of the mountainPuzzle:Place the boulder in the standCoordinates:4394, -1455, 0064"
Korok Seed,Korok Seed,West Necluda,"Location:Trotter's DownfallPuzzle:Bring hisfriendbackCoordinates:3305, -0774, 0010"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:Samasa PlainPuzzle:Put a porgy in the bowl and light it on fire to roast itCoordinates:3202, -0658, 0000"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:??Puzzle:Solve the Stone Structure PuzzleCoordinates:3526, -0367, 0145"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:On top of a treePuzzle:Lift the rockCoordinates:3322, -0475, 0021"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:Rutala RiverPuzzle:Jump in the flower circle in the waterCoordinates:3137, -0436, 0008"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:??Puzzle:Chase the flowerCoordinates:2943, -0349, 0180End Coordinates:3011, -0371, 0193"
Korok Seed,Korok Seed,West Necluda,"Location:A wooden stand is found on top of a rockPuzzle:Put the boulder in that is in a nearby hole on top of the tree branch with leaves on it.Coordinates:2495, -0892, 0196"
Korok Seed,Korok Seed,West Necluda,Location:Three statues surrounding a single bowl with an apple.Puzzle:Place three apples in the bowl (one for each statue).Coordinates:2241 -0725 0230
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:On top of a treePuzzle:Lift the rockCoordinates:2546, -0585, 0120"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:Under a small tent on the plateau just above the pond to the west. He will not appear until you talk to hisfriend.Puzzle:Bring hisfriendto himCoordinates:2760, -0582, 0133"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:Lanayru BayPuzzle:Catch the FlowersCoordinates:3711, -0621, 0001"
Korok Seed,Korok Seed,Lanayru Great Spring,Location:On top of a rockPuzzle:In the middle of the 3 red arrowsCoordinates:4142 -0558 0004
Korok Seed,Korok Seed,Lanayru Great Spring,Location:On top of the alcovePuzzle:Race to the finishCoordinates:4184 0443 0024
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:??Puzzle:Hit the dandelion and catch the seed before it reaches the ground?? Move marker to correct spotCoordinates:4324, -0141, 0047"
Korok Seed,Korok Seed,Sky,"Location:Under the half-bridge, just in front of the Water Temple facing the large waterfall.Puzzle:Shoot the Targets in the waterfallCoordinates:3414 0618 1551"
Korok Seed,Korok Seed,Sky,"Location:At the end of the lower walkwayPuzzle:Catch the SparklesCoordinates:3509, 0508, 1193"
Korok Seed,Korok Seed,West Necluda,Location:??Puzzle:Bringhis friendto him.Coordinates:??
Korok Seed,Korok Seed,West Necluda,"Location:In the Tree between two arrow signsPuzzle:Climb the tree and interact with the sparkle.Coordinates:1366, -2273, 0187"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:To the back right-hand side of the shrine under an archPuzzle:Shoot the ballon - this can be made easier by climbing the cliff wall to the left of the balloon to reach a ledgeCoordinates:-4389, -0714, 0563"
Korok Seed,Korok Seed,Gerudo Highlands,Location:??Puzzle:Bring hisfriendCoordinates:-4508 -0590 0510
Korok Seed,Korok Seed,Gerudo Highlands,"Location:On a ledge of the Statue of the Eighth Heroine slightly beneath the broken headPuzzle:Pick up rockCoordinates:-4376, -0525, 0451"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:??Puzzle:Build a roof over the statues with the nearby materials.Coordinates:-3968, -0324, 0446"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:??Puzzle:Time Trial. Starting stump on the lower platform, get to the top in time.Coordinates:-3621, -0403, 0239"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:??Puzzle:Place board on top of structure to complete roof.Coordinates:-3467, -0167, 0066"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On top of a treePuzzle:Lift rockCoordinates:-2200, -0797, 0170"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Underneath a small cavePuzzle:Ascend through a tree stumpCoordinates:-2220, -0693, 0205"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:??Puzzle:Place the rock into the tree stumpCoordinates:-2351, -0742, 0204"
Korok Seed,Korok Seed,West Necluda,"Location:North of the Finra Woods, up the hillPuzzle:Place boulder onto wood alterCoordinates:0419, -2883, 0023"
Korok Seed,Korok Seed,West Necluda,"Location:On the south shores of Lake HyliaPuzzle:Lift the rockCoordinates:0341, -2832, -0014"
Korok Seed,Korok Seed,West Necluda,"Location:??Puzzle:Move the boulder into the holderCoordinates:0237, -2876, 0030"
Korok Seed,Korok Seed,West Necluda,"Location:In between Cora Lake and Finra WoodsPuzzle:Place the boulder into the holder.Coordinates:0116, -2961, 0034"
Korok Seed,Korok Seed,West Necluda,"Location:Starts on top of the northern rockPuzzle:Chase the yellow flowerCoordinates:-0040, 2964, 0111"
Korok Seed,Korok Seed,Faron Grasslands,"Location:On ledge halfway up the cliffPuzzle:Lift stone on the rock on ledgeCoordinates:-0151, -3067, -0037"
Korok Seed,Korok Seed,Faron Grasslands,"Location:??Puzzle:Complete the PuzzleCoordinates:0467, 2899, 0010"
Korok Seed,Korok Seed,Faron Grasslands,"Location:At the top of the mountain.Puzzle:Lift the stone to reveal the Korok.Coordinates:-0224, -3341, 0071"
Korok Seed,Korok Seed,Faron Grasslands,"Location:Northwest of Harfin Valley, in a small forest, in a hollow tree trunkPuzzle:Lift the stoneCoordinates:0205, -3311, 0060"
Korok Seed,Korok Seed,Faron Grasslands,"Location:Under the bridgePuzzle:Shoot the balloonCoordinates:1022, -3227, 0019"
Korok Seed,Korok Seed,Faron Grasslands,"Location:??Puzzle:Catch the DandelionCoordinates:1272, -3190, 0102"
Korok Seed,Korok Seed,Faron Grasslands,"Location:??Puzzle:Ascend through the roof of a hollow hillCoordinates:1235, -3217, 0043"
Korok Seed,Korok Seed,Faron Grasslands,"Location:East of the Bronas ForestPuzzle:Solve the stone cube PuzzleCoordinates:1332, -3278, 0088"
Korok Seed,Korok Seed,Faron Grasslands,"Location:Top of giant tree stumpPuzzle:Lift up the stone on the thick tree.Coordinates:1476, -3264, 0086"
Korok Seed,Korok Seed,Faron Grasslands,"Location:In Bronas Forest, under a large fallen tree trunkPuzzle:Follow the FlowerCoordinates:1539, -3243, 0094"
Korok Seed,Korok Seed,Faron Grasslands,"Location:A the middle of the terrain between Floria Falls and Bronas ForestPuzzle:Build the Pillar StructureCoordinates:1690, -3323, 0059"
Korok Seed,Korok Seed,East Necluda,"Location:Next to the treePuzzle:Catch the sprinklesCoordinates:2296, -3030, 0181"
Korok Seed,Korok Seed,East Necluda,"Location:Uten Marsh, a tip of a rib bonePuzzle:Find the center of the red arrowsCoordinates:2714, -2960, 0189"
Korok Seed,Korok Seed,East Necluda,"Location:The top of a dead tree East of Rabella Wetlands TowerPuzzle:Examine the sparkles on the top of the treeCoordinates:2632, -2856, 0228"
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Pull cork from tree trunkCoordinates:2876, -2685, 0190"
Korok Seed,Korok Seed,East Necluda,"Location:A small pond under some cliffsPuzzle:Dive into the lilypadsCoordinates:3017, -2540, 0123"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:The dandelion on top of the rockPuzzle:Attack the dandelion and catch the seed before it hits the ground.Coordinates:1441, -0537, 0012"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:On the grassy shore, next to the short rock cliff. He will not appear until you talk to hisfriend.Puzzle:Bring hisfriendbackCoordinates:1701, 0007, 0010"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:Under a tree, near the shore. Will not apper until you talk to or move hisfriend.Puzzle:Bring hisfriendto him.Coordinates:1683, 0258, 0016"
Korok Seed,Korok Seed,Akkala Highlands,"Location:Atop ruined beamPuzzle:Find the Place that the Red Arrows showCoordinates:3074, 1138, 0281"
Korok Seed,Korok Seed,Akkala Highlands,"Location:Under the bridge on a broken columnPuzzle:Fuse the rock to the cork and throw it out, so it pulls the other cork out.Coordinates:3012, 1200, 0240"
Korok Seed,Korok Seed,Akkala Highlands,"Location:Most of the way up the cliff on a narrow dead end.Puzzle:Lift the rockCoordinates:3013, 0931, 0379"
Korok Seed,Korok Seed,Eldin Canyon,"Location:Shadow Hamlet RuinsPuzzle:Fix the roof using Ultrahand.Coordinates:3029, 2289, 0337"
Korok Seed,Korok Seed,Eldin Canyon,"Location:Underneath an arch high above to the eastern side of Death MountainPuzzle:Shoot the balloon underneath the archCoordinates:2776, 2520, 0653"
Korok Seed,Korok Seed,Deep Akkala,Location:On top of the rock.Puzzle:Fly over to the target without touching the groundCoordinates:3574 3048 0109
Korok Seed,Korok Seed,Deep Akkala,"Location:On the cliffs West of the Rok WoodsPuzzle:Solve the Stone Cube Puzzle On The MountainCoordinates:3146, 3093, 0141."
Korok Seed,Korok Seed,Deep Akkala,"Location:??Puzzle:Bring hisfriendbackCoordinates:3448, 3175, 0054."
Korok Seed,Korok Seed,Deep Akkala,"Location:Rok WoodsPuzzle:Place an apple in the empty altar.Coordinates:3344, 3074, 0058"
Korok Seed,Korok Seed,Deep Akkala,"Location:North of Ordorac QuarryPuzzle:Block Puzzle - Use Ultrahand to complete the puzzle.Coordinates:3538, 2634, 0077"
Korok Seed,Korok Seed,Deep Akkala,"Location:??Puzzle:Bringhis friendto him.Coordinates:3855, 2686, 0049"
Korok Seed,Korok Seed,Deep Akkala,"Location:Spring of Power, one level behind and above the Goddess StatuePuzzle:Moving Sparkles - Catch the moving lights.Coordinates:3767, 2696, 0018."
Korok Seed,Korok Seed,Akkala Highlands,"Location:On top of the big treePuzzle:Follow the red arrowsCoordinates:4048, 1284, 0216."
Korok Seed,Korok Seed,Akkala Highlands,"Location:Underneath the bridgePuzzle:Pop the cork by putting it underwater with Ultrahand and letting goCoordinates:3869, 1092, 0223"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:??Puzzle:Solve the stone ring PuzzleCoordinates:3545, 0964, 0394"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:??Puzzle:Solve the Stone Triangle fill with near stonesCoordinates:3801, 0856, 0276"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:??Puzzle:Solve the Stone Cube PuzzleCoordinates:3904, 0797, 0383"
Korok Seed,Korok Seed,Akkala Highlands,"Location:Small alcove partly down the cliffPuzzle:Ascend through the stumpCoordinates:4078, 0821, 0232"
Korok Seed,Korok Seed,Akkala Highlands,"Location:??Puzzle:Pull the plug outCoordinates:4173, 0699, 0246"
Korok Seed,Korok Seed,Akkala Highlands,"Location:??Puzzle:Complete the stone pattern with nearby stonesCoordinates:4389, 0612, 0275"
